Observatório do Plano Nacional de Educação

Produto Interno Bruto (PIB);
PIB;
Localidade;Código IBGE;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;
Manfrinópolis;4114351;9698,0;8957,0;12317,0;15580,0;15792,0;17124,0;16960,0;23930,0;25822,0;25350,0;32535,0;35547,0;40404,0;;;;
Mangueirinha;4114401;328664,0;440363,0;458000,0;452431,0;541151,0;524073,0;393603,0;598092,0;483985,0;469715,0;561597,0;624550,0;567978,0;;;;
Manoel Ribas;4114500;49235,0;55053,0;72791,0;101049,0;103451,0;91798,0;96705,0;111512,0;147272,0;146190,0;161565,0;181948,0;197105,0;;;;
Marechal Cândido Rondon;4114609;313014,0;350446,0;441557,0;575310,0;606888,0;641126,0;701647,0;747193,0;893124,0;890866,0;1052138,0;1154040,0;1214396,0;;;;
Maria Helena;4114708;19826,0;20332,0;41387,0;28555,0;32593,0;31361,0;31663,0;35745,0;39809,0;43851,0;55985,0;56365,0;68223,0;;;;
Marialva;4114807;145100,0;161761,0;204366,0;222829,0;248061,0;247974,0;297419,0;331101,0;376361,0;430204,0;492275,0;625600,0;689345,0;;;;
Marilândia do Sul;4114906;52207,0;49511,0;71135,0;97200,0;105623,0;93285,0;96824,0;155890,0;167970,0;144659,0;145359,0;172680,0;206473,0;;;;
Marilena;4115002;17454,0;19155,0;24226,0;31959,0;30973,0;30574,0;37706,0;32673,0;36651,0;49739,0;55951,0;57854,0;65165,0;;;;
Mariluz;4115101;27426,0;28840,0;37867,0;53164,0;59883,0;53406,0;67030,0;62241,0;76293,0;75409,0;96707,0;107965,0;117153,0;;;;
Maringá;4115200;2653033,0;2754786,0;3055795,0;3846755,0;4352566,0;4720673,0;5284830,0;6125080,0;6160298,0;7280631,0;8386966,0;9600194,0;10246122,0;;;;
Mariópolis;4115309;36276,0;34731,0;43714,0;59911,0;70702,0;60862,0;65366,0;82841,0;95634,0;99036,0;105232,0;117832,0;127000,0;;;;
Maripá;4115358;58003,0;63548,0;75105,0;105674,0;107616,0;90905,0;92095,0;122328,0;145186,0;137602,0;164574,0;189582,0;197054,0;;;;
Marmeleiro;4115408;47381,0;48970,0;60308,0;89552,0;97074,0;85247,0;91253,0;112928,0;127538,0;134045,0;152387,0;169694,0;182192,0;;;;
Marquinho;4115457;11467,0;13386,0;18099,0;26970,0;30372,0;31192,0;29340,0;31664,0;40229,0;40308,0;41997,0;40796,0;45178,0;;;;
Marumbi;4115507;12803,0;14135,0;17076,0;24035,0;27052,0;23401,0;27560,0;29523,0;30635,0;34352,0;39641,0;42577,0;51300,0;;;;
Matelândia;4115606;75731,0;85196,0;111900,0;153872,0;168599,0;171240,0;160806,0;191169,0;212434,0;224470,0;266604,0;308123,0;357019,0;;;;
Matinhos;4115705;130218,0;133537,0;164767,0;203553,0;257526,0;320646,0;266039,0;261916,0;335318,0;286150,0;339579,0;350153,0;406783,0;;;;
Mato Rico;4115739;10977,0;13048,0;16378,0;22183,0;21667,0;18595,0;21853,0;28123,0;35348,0;27008,0;32931,0;34815,0;39112,0;;;;
Mauá da Serra;4115754;46371,0;55652,0;71561,0;115135,0;126897,0;115885,0;111073,0;123302,0;114236,0;119465,0;124619,0;143823,0;144657,0;;;;
Medianeira;4115804;233995,0;250152,0;287649,0;390830,0;405628,0;419762,0;464768,0;523537,0;575523,0;637871,0;741091,0;839212,0;906413,0;;;;
Mercedes;4115853;30454,0;30398,0;39684,0;59186,0;55243,0;56519,0;57520,0;68957,0;84404,0;76370,0;90255,0;101525,0;123513,0;;;;
Mirador;4115903;10560,0;9796,0;14284,0;20088,0;24812,0;19866,0;22685,0;28581,0;26982,0;31390,0;39990,0;41403,0;49957,0;;;;
Miraselva;4116000;6866,0;6838,0;8950,0;10825,0;11793,0;12866,0;13551,0;14348,0;14597,0;17104,0;20458,0;21518,0;28747,0;;;;
Missal;4116059;50880,0;58345,0;71102,0;105165,0;99197,0;98103,0;95887,0;114617,0;138582,0;124240,0;158076,0;173464,0;180181,0;;;;
Moreira Sales;4116109;43179,0;47710,0;59105,0;91507,0;109835,0;99493,0;136708,0;127990,0;143595,0;146022,0;140915,0;155247,0;152886,0;;;;
Morretes;4116208;43359,0;45494,0;53986,0;69615,0;70265,0;78936,0;87330,0;91996,0;106325,0;110262,0;133807,0;137444,0;162092,0;;;;
Munhoz de Melo;4116307;11709,0;12948,0;17575,0;26618,0;25366,0;20595,0;22125,0;25872,0;31513,0;32426,0;38223,0;47995,0;63071,0;;;;
Nossa Senhora das Graças;4116406;12946,0;16081,0;21200,0;29034,0;28098,0;25914,0;31658,0;28587,0;30546,0;33363,0;37069,0;45836,0;59566,0;;;;
Nova Aliança do Ivaí;4116505;7027,0;6563,0;9462,0;14531,0;12552,0;11949,0;14063,0;15916,0;18126,0;21168,0;25945,0;27953,0;28815,0;;;;
Nova América da Colina;4116604;15447,0;17652,0;21329,0;24416,0;27938,0;24184,0;27155,0;31774,0;39832,0;46059,0;50499,0;56451,0;54988,0;;;;
Nova Aurora;4116703;66635,0;79133,0;108590,0;143618,0;144800,0;137381,0;135964,0;160740,0;189300,0;189901,0;209656,0;261493,0;329155,0;;;;
Nova Cantu;4116802;37071,0;37827,0;47258,0;68085,0;63396,0;55909,0;54406,0;59476,0;79280,0;79628,0;83036,0;93000,0;113504,0;;;;
Nova Esperança;4116901;96992,0;101537,0;140074,0;167423,0;177619,0;191658,0;224069,0;234872,0;265310,0;312567,0;384339,0;372290,0;409303,0;;;;
Nova Esperança do Sudoeste;4116950;16378,0;15706,0;20806,0;28828,0;30159,0;29146,0;30889,0;39615,0;47847,0;47890,0;56990,0;62280,0;65496,0;;;;
Nova Fátima;4117008;24861,0;27379,0;40115,0;53117,0;56847,0;51036,0;53861,0;59672,0;82294,0;64320,0;85354,0;102677,0;148713,0;;;;
Nova Laranjeiras;4117057;32137,0;32545,0;41916,0;58556,0;60829,0;63069,0;65672,0;80093,0;93790,0;87197,0;97037,0;96857,0;112336,0;;;;
Nova Londrina;4117107;63205,0;65171,0;79052,0;106515,0;112960,0;110318,0;110997,0;130433,0;146051,0;164545,0;186114,0;182241,0;203472,0;;;;
Nova Olímpia;4117206;14496,0;13975,0;18085,0;23089,0;24502,0;25477,0;28338,0;32178,0;34169,0;36383,0;43556,0;44142,0;50822,0;;;;
Nova Santa Bárbara;4117214;11596,0;14290,0;17907,0;21484,0;22760,0;18774,0;21222,0;22182,0;31930,0;30559,0;31750,0;31992,0;34627,0;;;;
Nova Santa Rosa;4117222;49240,0;45325,0;59720,0;89555,0;87458,0;81234,0;78346,0;102499,0;130676,0;126703,0;145151,0;159252,0;177983,0;;;;
Nova Prata do Iguaçu;4117255;40284,0;41994,0;53448,0;74451,0;78163,0;68501,0;75249,0;90847,0;111411,0;111310,0;130719,0;141932,0;151257,0;;;;
Nova Tebas;4117271;20457,0;20988,0;26923,0;31980,0;33168,0;33789,0;37957,0;45724,0;57639,0;54700,0;58992,0;65989,0;76562,0;;;;
Novo Itacolomi;4117297;7255,0;7885,0;9659,0;13374,0;13760,0;13493,0;15099,0;18438,0;22107,0;23733,0;27188,0;34120,0;43712,0;;;;
Ortigueira;4117305;70326,0;67742,0;93859,0;118274,0;140380,0;147362,0;169128,0;195108,0;209327,0;208071,0;263132,0;297125,0;315403,0;;;;
Ourizona;4117404;19445,0;23180,0;27503,0;42948,0;43489,0;32576,0;28769,0;36213,0;42423,0;48871,0;48676,0;62904,0;71542,0;;;;
Ouro Verde do Oeste;4117453;31808,0;33653,0;42824,0;54580,0;57529,0;51025,0;44961,0;59763,0;79766,0;69774,0;73808,0;89092,0;101616,0;;;;
Paiçandu;4117503;85799,0;125194,0;109720,0;142077,0;163213,0;187302,0;207998,0;199822,0;219497,0;226616,0;258199,0;305856,0;367837,0;;;;
Palmas;4117602;170678,0;187585,0;235371,0;327609,0;396409,0;376950,0;366140,0;445186,0;403250,0;416084,0;460026,0;467535,0;520633,0;;;;
Palmeira;4117701;172841,0;174919,0;209661,0;293879,0;312651,0;296910,0;299362,0;340296,0;411122,0;403917,0;483833,0;531288,0;588976,0;;;;
Palmital;4117800;38344,0;38747,0;51972,0;58384,0;66634,0;72611,0;78875,0;85322,0;99543,0;107755,0;123407,0;135222,0;171300,0;;;;
Palotina;4117909;296373,0;334678,0;406871,0;514036,0;526821,0;499505,0;538348,0;648848,0;823514,0;878205,0;964610,0;986278,0;1125339,0;;;;
Paraíso do Norte;4118006;37376,0;38470,0;45464,0;61460,0;63517,0;68026,0;78975,0;81545,0;90066,0;102275,0;113519,0;131055,0;168098,0;;;;
Paranacity;4118105;44373,0;51726,0;61916,0;98598,0;97219,0;93600,0;109000,0;108747,0;111303,0;140672,0;172409,0;195781,0;201631,0;;;;
Paranaguá;4118204;2186961,0;3649816,0;2873324,0;3769605,0;5042176,0;4386354,0;4121187,0;6914511,0;7112253,0;5445469,0;7234045,0;8898947,0;10007402,0;;;;
Paranapoema;4118303;8029,0;10758,0;11518,0;16779,0;16813,0;17050,0;20007,0;23316,0;25106,0;26278,0;30874,0;32890,0;37624,0;;;;
Paranavaí;4118402;343166,0;350744,0;486846,0;595266,0;637342,0;652774,0;727955,0;789982,0;884478,0;923620,0;1059157,0;1154808,0;1317823,0;;;;
Pato Bragado;4118451;25094,0;28042,0;32303,0;43915,0;40558,0;41246,0;39933,0;47597,0;57313,0;54344,0;65658,0;78227,0;80890,0;;;;
Pato Branco;4118501;400554,0;410163,0;554594,0;761760,0;811146,0;853915,0;847347,0;1007764,0;1219237,0;1345200,0;1525543,0;1613285,0;1833498,0;;;;
Paula Freitas;4118600;29633,0;33012,0;40776,0;49572,0;58086,0;54747,0;65168,0;75867,0;84554,0;82924,0;102868,0;106591,0;120163,0;;;;
Paulo Frontin;4118709;28194,0;30360,0;38104,0;46533,0;54634,0;56188,0;69803,0;77292,0;88521,0;87713,0;97620,0;110857,0;116703,0;;;;
Peabiru;4118808;62030,0;75114,0;87317,0;113593,0;119755,0;101190,0;108506,0;137923,0;136975,0;130458,0;139159,0;162427,0;184777,0;;;;
Perobal;4118857;22723,0;25122,0;27176,0;36218,0;47227,0;41908,0;47934,0;49441,0;60871,0;67773,0;79588,0;92811,0;101318,0;;;;
Pérola;4118907;30587,0;30359,0;39118,0;45110,0;48186,0;53247,0;52437,0;77177,0;98967,0;102100,0;154422,0;214001,0;291488,0;;;;
Pérola d'Oeste;4119004;27360,0;27910,0;33427,0;48101,0;46058,0;42858,0;43843,0;55405,0;65686,0;66300,0;76892,0;78893,0;81315,0;;;;
Piên;4119103;115749,0;133485,0;146265,0;177021,0;217941,0;222784,0;254947,0;263417,0;287797,0;281146,0;281789,0;289067,0;290216,0;;;;
Pinhais;4119152;804145,0;771938,0;999752,0;1162856,0;1394415,0;1454940,0;1681171,0;2088958,0;2453262,0;2377136,0;2637930,0;3036233,0;3263104,0;;;;
Pinhalão;4119202;17662,0;18776,0;24776,0;30519,0;38153,0;36642,0;45338,0;41264,0;58208,0;50025,0;61549,0;87534,0;99723,0;;;;
Pinhal de São Bento;4119251;7729,0;7068,0;9006,0;12290,0;13088,0;12914,0;13420,0;16647,0;21106,0;21352,0;25811,0;27689,0;28595,0;;;;
Pinhão;4119301;293910,0;459214,0;449600,0;424620,0;517420,0;499972,0;371065,0;566119,0;486180,0;475110,0;542101,0;667837,0;521989,0;;;;
Piraí do Sul;4119400;86941,0;92291,0;118931,0;155798,0;174752,0;179923,0;254769,0;232484,0;276138,0;293891,0;319371,0;355324,0;444441,0;;;;
Piraquara;4119509;159350,0;168549,0;211826,0;266707,0;291566,0;349307,0;318417,0;362948,0;389927,0;478980,0;538623,0;646554,0;754104,0;;;;
Pitanga;4119608;120608,0;144642,0;181114,0;241509,0;247023,0;235293,0;256833,0;284945,0;345260,0;355858,0;379972,0;431507,0;476449,0;;;;
Pitangueiras;4119657;13382,0;14464,0;19748,0;27722,0;31732,0;22050,0;23528,0;31976,0;38079,0;36853,0;38310,0;47156,0;53821,0;;;;
Planaltina do Paraná;4119707;14042,0;15082,0;19735,0;25013,0;31434,0;29257,0;31782,0;35035,0;41159,0;45932,0;58429,0;57356,0;66190,0;;;;
Planalto;4119806;52923,0;53309,0;68417,0;90822,0;91436,0;86889,0;93437,0;105838,0;131354,0;138765,0;153134,0;168745,0;175518,0;;;;
Ponta Grossa;4119905;1955108,0;2262631,0;2800774,0;3344684,0;3899448,0;3982073,0;4384379,0;4922408,0;5024151,0;5069556,0;5975897,0;6355125,0;6930451,0;;;;
Pontal do Paraná;4119954;72101,0;78231,0;97685,0;115241,0;167643,0;214755,0;170792,0;168194,0;185011,0;188938,0;220347,0;233800,0;276986,0;;;;
Porecatu;4120002;74361,0;81175,0;81322,0;106370,0;111954,0;103485,0;115476,0;127892,0;94852,0;112818,0;161852,0;173532,0;201771,0;;;;
Porto Amazonas;4120101;19709,0;20515,0;24734,0;31483,0;35368,0;35295,0;34944,0;40561,0;47434,0;49989,0;57672,0;52797,0;59307,0;;;;
Porto Barreiro;4120150;14271,0;14724,0;19037,0;28866,0;28851,0;26401,0;27576,0;33030,0;41136,0;51578,0;52546,0;49031,0;53533,0;;;;
Porto Rico;4120200;9257,0;9851,0;12063,0;14372,0;15111,0;17125,0;19531,0;21116,0;25692,0;29466,0;33782,0;36148,0;41970,0;;;;
Porto Vitória;4120309;16430,0;16932,0;21016,0;26913,0;30171,0;30186,0;35129,0;36740,0;34622,0;35721,0;44215,0;45034,0;49821,0;;;;
Prado Ferreira;4120333;11694,0;14683,0;17029,0;26352,0;33103,0;24065,0;28688,0;32930,0;37740,0;37050,0;47152,0;61796,0;65741,0;;;;
Pranchita;4120358;33221,0;33372,0;41205,0;58290,0;60729,0;52880,0;51168,0;67094,0;87088,0;89924,0;93402,0;104725,0;104003,0;;;;
Presidente Castelo Branco;4120408;14376,0;15488,0;20115,0;25761,0;27403,0;25880,0;30024,0;31689,0;33379,0;39238,0;55380,0;63841,0;68268,0;;;;
Primeiro de Maio;4120507;46322,0;58992,0;75744,0;98704,0;94371,0;84971,0;91241,0;109832,0;116418,0;106290,0;143001,0;161736,0;197792,0;;;;
Prudentópolis;4120606;126824,0;140203,0;185598,0;240179,0;239421,0;244962,0;280475,0;300402,0;406627,0;412860,0;418396,0;446651,0;507019,0;;;;
Quarto Centenário;4120655;39375,0;45423,0;49820,0;73620,0;65797,0;51152,0;52907,0;61092,0;93212,0;86767,0;90112,0;107740,0;119976,0;;;;
Quatiguá;4120705;22254,0;23638,0;31312,0;36949,0;38116,0;43421,0;45626,0;48835,0;54080,0;59492,0;71508,0;78793,0;93308,0;;;;
Quatro Barras;4120804;167769,0;201692,0;218516,0;272218,0;342486,0;324586,0;335486,0;383558,0;438219,0;529914,0;608675,0;702708,0;783684,0;;;;
Quatro Pontes;4120853;22118,0;27330,0;39601,0;49602,0;50354,0;49338,0;48053,0;56423,0;74676,0;70744,0;88675,0;95227,0;103269,0;;;;
Quedas do Iguaçu;4120903;124709,0;119615,0;149239,0;187560,0;216247,0;190085,0;205002,0;225966,0;443986,0;477959,0;575394,0;625109,0;575526,0;;;;
Querência do Norte;4121000;39390,0;40662,0;51392,0;74605,0;79903,0;80628,0;84550,0;97063,0;110028,0;122261,0;140045,0;135988,0;155859,0;;;;
Quinta do Sol;4121109;32868,0;41993,0;52604,0;66887,0;69966,0;56158,0;59102,0;55654,0;79222,0;68014,0;85469,0;92993,0;97105,0;;;;
Quitandinha;4121208;31748,0;33985,0;41028,0;55662,0;58800,0;66641,0;85832,0;92460,0;127867,0;115115,0;152148,0;155793,0;179286,0;;;;
Ramilândia;4121257;12138,0;12893,0;17319,0;24369,0;25245,0;25746,0;24930,0;34037,0;44378,0;38889,0;46526,0;50035,0;54230,0;;;;
Rancho Alegre;4121307;17417,0;22669,0;26303,0;41080,0;43373,0;28265,0;23163,0;33467,0;41640,0;33327,0;40027,0;48516,0;58492,0;;;;
Rancho Alegre d'Oeste;4121356;24278,0;28055,0;32205,0;48390,0;45676,0;35810,0;32725,0;41665,0;58078,0;56627,0;55279,0;64620,0;71068,0;;;;
Realeza;4121406;74441,0;73630,0;97220,0;126009,0;126871,0;120105,0;132800,0;159382,0;189002,0;207773,0;248561,0;268166,0;284524,0;;;;
Rebouças;4121505;40763,0;42538,0;58214,0;80099,0;85192,0;83128,0;85725,0;91689,0;123375,0;101049,0;133287,0;147216,0;168617,0;;;;
Renascença;4121604;53124,0;51926,0;66379,0;94961,0;99183,0;80176,0;89035,0;113052,0;133725,0;132703,0;151650,0;178244,0;186433,0;;;;
Reserva;4121703;61614,0;64274,0;94507,0;126466,0;155621,0;157874,0;155865,0;186542,0;268676,0;231883,0;281648,0;315866,0;356790,0;;;;
Reserva do Iguaçu;4121752;31968,0;35489,0;43196,0;59252,0;61214,0;53919,0;45953,0;56347,0;63370,0;65420,0;67569,0;78367,0;94611,0;;;;
Ribeirão Claro;4121802;34260,0;37829,0;48435,0;62113,0;68201,0;71808,0;83497,0;85318,0;105827,0;115833,0;151305,0;165321,0;178074,0;;;;
Ribeirão do Pinhal;4121901;36013,0;37559,0;45900,0;60611,0;71337,0;66315,0;61681,0;79156,0;90693,0;89117,0;103801,0;116350,0;131806,0;;;;
Rio Azul;4122008;43844,0;49776,0;61202,0;86681,0;101967,0;105590,0;101439,0;190285,0;165983,0;150336,0;138961,0;176203,0;185120,0;;;;
Rio Bom;4122107;12584,0;12199,0;16248,0;21930,0;23442,0;21524,0;21570,0;26277,0;30823,0;29128,0;33439,0;35349,0;37887,0;;;;
Rio Bonito do Iguaçu;4122156;41406,0;43972,0;52576,0;77939,0;90424,0;85611,0;91696,0;84797,0;110379,0;118191,0;139841,0;132874,0;159174,0;;;;
Rio Branco do Ivaí;4122172;10228,0;10519,0;13809,0;21936,0;22303,0;36871,0;43793,0;54506,0;39003,0;43058,0;45050,0;50730,0;73097,0;;;;
Rio Branco do Sul;4122206;243016,0;265058,0;297490,0;360694,0;388458,0;377398,0;389760,0;454972,0;467218,0;550482,0;579414,0;589123,0;591055,0;;;;
Rio Negro;4122305;250303,0;254832,0;255985,0;299860,0;370030,0;384703,0;424431,0;443733,0;559664,0;571869,0;591135,0;595227,0;645702,0;;;;
Rolândia;4122404;354935,0;382998,0;460820,0;591262,0;691440,0;673517,0;731664,0;805992,0;929286,0;1135722,0;1294352,0;1342292,0;1343033,0;;;;
Roncador;4122503;50595,0;57699,0;75999,0;92335,0;96579,0;90705,0;96869,0;105195,0;143267,0;148405,0;149166,0;183937,0;210166,0;;;;
Rondon;4122602;44206,0;47311,0;60879,0;88759,0;89805,0;94031,0;127545,0;133724,0;140400,0;168644,0;176984,0;199413,0;213409,0;;;;
Rosário do Ivaí;4122651;15852,0;16840,0;19631,0;24573,0;25892,0;30684,0;46428,0;51190,0;37571,0;41238,0;48355,0;49257,0;58276,0;;;;
Sabáudia;4122701;28762,0;31886,0;35170,0;47762,0;52880,0;44221,0;47921,0;67636,0;79208,0;71493,0;122835,0;147930,0;158606,0;;;;
Salgado Filho;4122800;17210,0;17365,0;22995,0;26302,0;29611,0;31642,0;36693,0;43592,0;54923,0;51588,0;72172,0;74173,0;71647,0;;;;
Salto do Itararé;4122909;14269,0;17889,0;18078,0;21057,0;25643,0;24121,0;30064,0;30972,0;38218,0;36816,0;103922,0;101849,0;126242,0;;;;
Salto do Lontra;4123006;39398,0;42131,0;53615,0;72674,0;75316,0;75565,0;84310,0;101068,0;107846,0;116765,0;144827,0;174894,0;202621,0;;;;
Santa Amélia;4123105;12900,0;14846,0;16760,0;24686,0;28808,0;20098,0;25447,0;26168,0;31072,0;31112,0;40191,0;43809,0;55850,0;;;;
Santa Cecília do Pavão;4123204;14051,0;12412,0;21204,0;30283,0;36381,0;32013,0;35115,0;42301,0;47434,0;52593,0;56807,0;62388,0;70812,0;;;;
Santa Cruz de Monte Castelo;4123303;26315,0;27613,0;33490,0;44485,0;51765,0;55232,0;59744,0;64095,0;78070,0;87053,0;99721,0;105086,0;122387,0;;;;
Santa Fé;4123402;33214,0;35779,0;47872,0;66264,0;72068,0;73356,0;73725,0;84267,0;101640,0;103978,0;117459,0;162301,0;201113,0;;;;
Santa Helena;4123501;111148,0;119120,0;144843,0;210373,0;216701,0;227575,0;228436,0;269385,0;313136,0;287900,0;360358,0;413955,0;449969,0;;;;
Santa Inês;4123600;7682,0;7345,0;10325,0;15527,0;14922,0;14114,0;13003,0;16779,0;18596,0;20582,0;24939,0;28646,0;28942,0;;;;
Santa Isabel do Ivaí;4123709;29632,0;30697,0;42317,0;53849,0;61387,0;62129,0;63380,0;73933,0;85695,0;90510,0;105888,0;106055,0;124072,0;;;;
Santa Izabel do Oeste;4123808;47654,0;50829,0;60633,0;79951,0;82733,0;77424,0;81428,0;112752,0;124039,0;122791,0;155480,0;183017,0;197142,0;;;;
Santa Lúcia;4123824;15329,0;15195,0;20675,0;26768,0;29275,0;26435,0;26121,0;32358,0;35935,0;35002,0;49806,0;59429,0;67931,0;;;;
Santa Maria do Oeste;4123857;24940,0;33709,0;45051,0;53547,0;53015,0;47253,0;48869,0;63432,0;67506,0;66480,0;73735,0;83788,0;90355,0;;;;
Santa Mariana;4123907;52010,0;65555,0;80757,0;124669,0;129820,0;104809,0;98871,0;123593,0;153139,0;114814,0;155314,0;173317,0;189054,0;;;;
Santa Mônica;4123956;10831,0;10990,0;14492,0;20779,0;27259,0;23664,0;24512,0;29554,0;37950,0;36358,0;45282,0;44705,0;54287,0;;;;
Santana do Itararé;4124004;19155,0;20407,0;24015,0;33477,0;32718,0;30375,0;32657,0;34410,0;51007,0;45413,0;47552,0;57848,0;65376,0;;;;
Santa Tereza do Oeste;4124020;41032,0;44106,0;59931,0;85387,0;89743,0;81362,0;78363,0;99784,0;120208,0;122288,0;151913,0;184837,0;197333,0;;;;
Santa Terezinha de Itaipu;4124053;85162,0;94145,0;118175,0;149477,0;137142,0;149485,0;154819,0;208808,0;224124,0;255069,0;246191,0;273830,0;298273,0;;;;
Santo Antônio da Platina;4124103;136394,0;135409,0;179892,0;218652,0;239404,0;270297,0;310244,0;337186,0;351765,0;427291,0;486225,0;540188,0;607974,0;;;;
Santo Antônio do Caiuá;4124202;9613,0;10157,0;12258,0;16844,0;16368,0;16576,0;17598,0;18962,0;23657,0;26524,0;31414,0;27646,0;31448,0;;;;
Santo Antônio do Paraíso;4124301;11187,0;13462,0;17719,0;27688,0;28896,0;20543,0;18785,0;25225,0;32873,0;28552,0;31971,0;39595,0;45183,0;;;;
Santo Antônio do Sudoeste;4124400;55927,0;56648,0;68802,0;90224,0;93243,0;88956,0;101588,0;120518,0;141120,0;154831,0;162702,0;213857,0;246715,0;;;;
Santo Inácio;4124509;21568,0;24050,0;41035,0;54541,0;53844,0;53603,0;55112,0;75108,0;115221,0;127402,0;187357,0;195529,0;297836,0;;;;
São Carlos do Ivaí;4124608;37780,0;36635,0;48224,0;69094,0;75492,0;76402,0;100024,0;94930,0;108467,0;132550,0;142601,0;155823,0;163302,0;;;;
São Jerônimo da Serra;4124707;27399,0;30607,0;35995,0;53256,0;65602,0;56236,0;60425,0;68672,0;92614,0;88150,0;83808,0;113659,0;116339,0;;;;
São João;4124806;61871,0;62835,0;81285,0;115141,0;128367,0;109922,0;109756,0;141242,0;165122,0;187638,0;212386,0;286233,0;365904,0;;;;
São João do Caiuá;4124905;17972,0;18923,0;23955,0;28554,0;29743,0;31232,0;37864,0;37845,0;44457,0;45634,0;60183,0;66026,0;69271,0;;;;
São João do Ivaí;4125001;56984,0;63582,0;73165,0;95721,0;104826,0;89823,0;96578,0;103882,0;123893,0;126578,0;136078,0;147412,0;174155,0;;;;
São João do Triunfo;4125100;29131,0;31246,0;39031,0;60689,0;70323,0;72600,0;86212,0;94717,0;107156,0;95409,0;125561,0;118923,0;130253,0;;;;
São Jorge d'Oeste;4125209;35105,0;33045,0;45078,0;59806,0;63912,0;62168,0;63641,0;80923,0;91570,0;93634,0;109781,0;123536,0;136000,0;;;;
São Jorge do Ivaí;4125308;57496,0;67428,0;81883,0;112819,0;112740,0;92715,0;83056,0;101790,0;111321,0;107831,0;135440,0;159676,0;175266,0;;;;
São Jorge do Patrocínio;4125357;17488,0;19061,0;23496,0;28347,0;31609,0;32298,0;36639,0;40125,0;45076,0;43281,0;63337,0;60938,0;77203,0;;;;
São José da Boa Vista;4125407;17504,0;19848,0;26947,0;40062,0;40118,0;40202,0;41569,0;50822,0;67907,0;64637,0;71240,0;86235,0;90992,0;;;;
São José das Palmeiras;4125456;15250,0;16073,0;18762,0;24230,0;23567,0;24018,0;24952,0;28501,0;35270,0;33612,0;43557,0;44954,0;46762,0;;;;
São José dos Pinhais;4125506;3685026,0;4594465,0;4547380,0;5271805,0;6207951,0;6469185,0;7029321,0;8524230,0;10397115,0;11508519,0;13774355,0;15294553,0;15419051,0;;;;
São Manoel do Paraná;4125555;9466,0;9015,0;11842,0;15835,0;16345,0;14040,0;15693,0;18282,0;19858,0;18891,0;22160,0;26918,0;29122,0;;;;
São Mateus do Sul;4125605;231570,0;232019,0;288086,0;320483,0;363243,0;365648,0;412249,0;465671,0;551757,0;551719,0;594525,0;635510,0;742107,0;;;;
São Miguel do Iguaçu;4125704;163259,0;179862,0;225247,0;304320,0;294453,0;303364,0;304553,0;388447,0;387226,0;452774,0;529450,0;575879,0;620157,0;;;;
São Pedro do Iguaçu;4125753;38404,0;39360,0;47815,0;70044,0;72893,0;62956,0;64376,0;69610,0;94804,0;84505,0;88942,0;98479,0;104348,0;;;;
São Pedro do Ivaí;4125803;57684,0;61576,0;79153,0;95211,0;104447,0;98967,0;129126,0;140227,0;169746,0;156431,0;190475,0;205614,0;209663,0;;;;
São Pedro do Paraná;4125902;15281,0;12922,0;15075,0;17750,0;19737,0;20187,0;23933,0;24268,0;27018,0;30868,0;33942,0;37263,0;46663,0;;;;
São Sebastião da Amoreira;4126009;33093,0;36743,0;47151,0;71233,0;79025,0;65107,0;68136,0;78148,0;78136,0;91510,0;96202,0;113343,0;160754,0;;;;
São Tomé;4126108;31634,0;33984,0;36465,0;56843,0;60555,0;58220,0;74120,0;70221,0;77168,0;89846,0;98097,0;102670,0;112000,0;;;;
Sapopema;4126207;16098,0;17095,0;21603,0;30037,0;34916,0;36126,0;39996,0;43966,0;52316,0;51232,0;62074,0;66943,0;74093,0;;;;
Sarandi;4126256;197824,0;210930,0;248100,0;303169,0;357217,0;384967,0;380175,0;447539,0;511222,0;567386,0;709842,0;736459,0;814142,0;;;;
Saudade do Iguaçu;4126272;13447,0;12882,0;16750,0;23726,0;26664,0;25947,0;26936,0;33997,0;324576,0;326596,0;440695,0;480136,0;351021,0;;;;
Sengés;4126306;94236,0;104330,0;124212,0;197817,0;254138,0;293781,0;233513,0;237379,0;212506,0;211372,0;251106,0;271218,0;292436,0;;;;
Serranópolis do Iguaçu;4126355;32335,0;33296,0;41623,0;60546,0;56295,0;53301,0;47597,0;61967,0;66448,0;63734,0;75393,0;90095,0;107809,0;;;;
Sertaneja;4126405;43617,0;57625,0;63429,0;109404,0;114050,0;82743,0;69313,0;118205,0;131324,0;103145,0;143865,0;171289,0;202857,0;;;;
Sertanópolis;4126504;122257,0;148999,0;175177,0;217610,0;218787,0;214965,0;222644,0;243773,0;230727,0;281723,0;287817,0;330020,0;419614,0;;;;
Siqueira Campos;4126603;44087,0;48664,0;70152,0;85964,0;95083,0;105203,0;118260,0;128257,0;148492,0;161116,0;222259,0;253553,0;284011,0;;;;
Sulina;4126652;14073,0;14413,0;18618,0;25586,0;30342,0;27726,0;26368,0;31583,0;43408,0;42535,0;46842,0;55336,0;64198,0;;;;
Tamarana;4126678;37598,0;40500,0;52053,0;72131,0;72084,0;79470,0;66618,0;92289,0;115920,0;106563,0;148777,0;157687,0;201541,0;;;;
